id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk
244,A2,7,zahlen,main,zwanzig,,,Number,,,twenty,yirmi,двадцать,
245,A2,7,zahlen,main,einundzwanzig,,,Number,,,twenty-one,yirmi bir,двадцать один,
246,A2,7,zahlen,main,dreißig,,,Number,,,thirty,otuz,тридцать,
247,A2,7,zahlen,main,vierzig,,,Number,,,forty,kırk,сорок,
248,A2,7,zahlen,main,fünfzig,,,Number,,,fifty,elli,пятьдесят,
249,A2,7,zahlen,main,sechzig,,,Number,,,sixty,altmış,шестьдесят,
250,A2,7,zahlen,main,siebzig,,,Number,,,seventy,yetmiş,семьдесят,
251,A2,7,zahlen,main,achtzig,,,Number,,,eighty,seksen,восемьдесят,
252,A2,7,zahlen,main,neunzig,,,Number,,,ninety,doksan,девяносто,
253,A2,7,zahlen,main,hundert,,,Number,,,hundred,yüz,сто,
254,A2,7,zahlen,main,hunderteins,,,Number,,,one hundred and one,yüz bir,сто один,
255,A2,7,zahlen,main,zweihundert,,,Number,,,two hundred,iki yüz,двести,
256,A2,7,zahlen,main,tausend,,,Number,,,thousand,bin,тысяча,
257,A2,7,zahlen,main,zweitausendeins,,,Number,,,two thousand and one,iki bin bir,две тысячи один,
258,A2,7,zahlen,main,Million,die,-en,Noun,,,million,milyon,миллион,
259,A2,7,zahlen,main,erste,,,Number,,,first,birinci,первый,
260,A2,7,zahlen,main,zweite,,,Number,,,second,ikinci,второй,
261,A2,7,zahlen,main,dritte,,,Number,,,third,üçüncü,третий,
262,A2,7,zahlen,main,vierte,,,Number,,,fourth,dördüncü,четвёртый,
263,A2,7,zahlen,main,erstens,,,Adverb,,,firstly,birincisi,во-первых,
264,A2,7,zahlen,main,zweitens,,,Adverb,,,secondly,ikincisi,во-вторых,
265,A2,7,zahlen,main,drittens,,,Adverb,,,thirdly,üçüncüsü,в-третьих,
266,A2,7,zahlen,main,viertens,,,Adverb,,,fourthly,dördüncüsü,в-четвёртых,
267,A2,7,zahlen,main,einmal,,,Adverb,,,once,bir kere,один раз,
268,A2,7,zahlen,main,zweimal,,,Adverb,,,twice,iki kere,два раза,
269,A2,7,zahlen,main,dreimal,,,Adverb,,,three times,üç kez,три раза,
270,A2,7,zahlen,main,viermal,,,Adverb,,,four times,dört kere,четыре раза,
271,A2,7,uhrzeit,section_title,Uhrzeit,die,,Noun,,,time of day,günün zamanı,время суток,
272,A2,7,uhrzeit,main,Sekunde,die,-n,Noun,,,second,saniye,секунда,
273,A2,7,uhrzeit,main,Minute,die,-n,Noun,,,minute,dakika,минута,
274,A2,7,uhrzeit,main,Stunde,die,-n,Noun,,,hour,saat,час,
275,A2,7,woche,section_title,Wochentag,der,-e,Noun,,,weekday,hafta günü,день недели,
276,A2,7,woche,main,Wochenende,das,-n,Noun,,,weekend,hafta sonu,выходные,
277,A2,7,woche,main,Montag,der,,Noun,,,Monday,Pazartesi,понедельник,
278,A2,7,woche,main,Dienstag,der,,Noun,,,Tuesday,Salı,вторник,
279,A2,7,woche,main,Mittwoch,der,,Noun,,,Wednesday,Çarşamba,среда,
280,A2,7,woche,main,Donnerstag,der,,Noun,,,Thursday,Perşembe,четверг,
281,A2,7,woche,main,Freitag,der,,Noun,,,Friday,Cuma,пятница,
282,A2,7,woche,main,Samstag,der,,Noun,,,Saturday,Cumartesi,суббота,
283,A2,7,woche,main,Sonntag,der,,Noun,,,Sunday,Pazar,воскресенье,
284,A2,7,woche,sub,montags,,,Adverb,,,on Mondays,Pazartesileri,по понедельникам,
285,A2,7,woche,sub,dienstags,,,Adverb,,,on Tuesdays,Salı günleri,по вторникам,
286,A2,7,woche,sub,mittwochs,,,Adverb,,,on Wednesdays,Çarşamba günleri,по средам,
287,A2,7,woche,sub,donnerstags,,,Adverb,,,on Thursdays,Perşembe günleri,по четвергам,
288,A2,7,woche,sub,freitags,,,Adverb,,,on Fridays,Cuma günleri,по пятницам,
289,A2,7,woche,sub,samstags,,,Adverb,,,on Saturdays,Cumartesi günleri,по субботам,
290,A2,7,woche,sub,sonntags,,,Adverb,,,on Sundays,Pazar günleri,по воскресеньям,
291,A2,7,woche,main,Arbeitstag,der,-e,Noun,,,working day,çalışma günü,рабочий день,
292,A2,7,woche,sub,Werktag,der,-e,Noun,,,weekday / working day,hafta içi günü,будний день / рабочий день,
293,A2,7,zeitmaße,section_title,Zeitmaß,das,-e,Noun,,,unit of time,zaman ölçüsü,единица времени,
294,A2,7,zeitmaße,main,Woche,die,-n,Noun,,,week,hafta,неделя,
295,A2,7,zeitmaße,main,Jahr,das,-e,Noun,,,year,yıl,год,
296,A2,8,A,main,Angebot,das,-e,Noun,,,offer / deal,teklif,предложение / акция,
297,A2,8,Ä,main,ändern,,,Verb,ändert,hat geändert,to change / alter,değiştirmek,менять / изменять,
298,A2,8,A,main,anders,,,Other,,,differently / otherwise,farklı,по-другому / иначе,
299,A2,8,A,main,anfangen,,,Verb,fängt an,hat angefangen,to begin / start,başlamak,начинать,
300,A2,8,A,main,Anfang,der,¨-e,Noun,,,beginning,başlangıç,начало,
301,A2,8,A,main,Angst,die,¨-e,Noun,,,fear / anxiety,korku,страх / тревога,
302,A2,8,A,main,ankommen,,,Verb,kommt an,,to arrive,varmak,прибывать,
303,A2,8,A,main,anmachen,,,Verb,macht an,hat angemacht,to turn on / switch on,açmak,включать,
304,A2,8,A,main,anmelden,,,Verb,,hat angemeldet,to register / log in,kaydolmak / giriş yapmak,регистрироваться / входить в систему,
305,A2,8,A,main,Anmeldung,die,-en,Noun,,,registration,kayıt,регистрация,
306,A2,8,A,main,anrufen,,,Verb,ruft an,hat angerufen,to call / phone,telefonla aramak,звонить,
307,A2,8,A,main,Anruf,der,-e,Noun,,,phone call,telefon araması,телефонный звонок,
308,A2,8,A,main,ansehen,,,Verb,sieht an,hat angesehen,to look at / watch,bakmak / izlemek,смотреть / смотреть на,
309,A2,8,A,main,antworten,,,Verb,antwortet,hat geantwortet,to answer,cevap vermek,отвечать,
310,A2,8,A,main,Anzeige,die,-n,Noun,,,advertisement / notice,ilan / duyuru,объявление / уведомление,
311,A2,8,A,main,abgeben,,,Verb,gibt ab,,to hand in / submit,teslim etmek,сдавать / подавать,
312,A2,8,A,main,abholen,,,Verb,holt ab,hat abgeholt,to pick up / collect,almak,забирать / получать,
313,A2,8,A,main,abschließen,,,Verb,,hat abgeschlossen,to lock / conclude,kilitlemek / sonuçlandırmak,запирать / завершать,
314,A2,8,A,main,Adresse,die,-n,Noun,,,address,adres,адрес,
315,A2,8,A,main,aktiv,,,Other,,,active,aktif,активный,
316,A2,8,A,main,als,,,Other,,,as / when / than,olarak,как / когда / чем,
317,A2,8,A,main,alt,,,Other,,,old,eski,старый,
318,A2,8,A,main,Alter,das,,Noun,,,age,yaş,возраст,
319,A2,8,A,main,an,,,Other,,,at / on / to,-de / -e,на / у / к,
320,A2,8,A,main,anbieten,,,Verb,bietet an,,to offer,teklif etmek,предлагать,
321,A2,9,A,main,aus,,,Other,,,from / out of,den / dışarı,из / изнутри,
322,A2,9,A,main,Ausbildung,die,-en,Noun,,,training / apprenticeship,eğitim / çıraklık,обучение / профессиональная подготовка,
323,A2,9,A,main,Ausflug,der,¨-e,Noun,,,excursion / day trip,gezi / piknik,экскурсия / поездка на день,
324,A2,9,A,main,ausfüllen,,,Verb,,,to fill in,doldurmak,заполнять,
325,A2,9,A,main,Ausgang,der,¨-e,Noun,,,exit,çıkış,выход,
326,A2,9,A,main,ausgehen,,,Verb,geht aus,,to go out,dışarı çıkmak,выходить / гулять,
327,A2,9,A,main,Auskunft,die,¨-e,Noun,,,information,bilgi,информация,
328,A2,9,A,main,Ausland,das,,Noun,,,abroad,yurt dışı,за границей,
329,A2,9,A,main,auspacken,,,Verb,packt aus,hat ausgepackt,to unpack,açmak (paketi),распаковывать,
330,A2,9,A,main,ausruhen,,,Verb,ruht aus,,to rest / relax,dinlenmek,отдыхать / расслабляться,
331,A2,9,A,main,aussehen,,,Verb,sieht aus,,to look / appear,görünmek,выглядеть / казаться,
332,A2,9,A,main,außer,,,Other,,,except / besides,dışında / hariç,кроме / помимо,
333,A2,9,A,main,aussprechen,,,Verb,spricht aus,hat ausgesprochen,to pronounce,telaffuz etmek,произносить,
334,A2,9,A,main,aussteigen,,,Verb,steigt aus,,to get off (vehicle),inmek (taşıttan),выходить (из транспорта),
335,A2,9,A,main,Ausstellung,die,-en,Noun,,,exhibition,sergi,выставка,
336,A2,9,A,main,Ausweis,der,-e,Noun,,,ID card,kimlik,удостоверение личности,
337,A2,9,A,main,Auto,das,-s,Noun,,,car,araba,автомобиль,
338,A2,9,A,main,arbeiten,,,Verb,arbeitet,hat gearbeitet,to work,çalışmak,работать,
339,A2,9,A,main,Arbeit,die,-en,Noun,,,work / job,iş / meslek,работа / труд,
340,A2,9,Ä,main,ärgern,,,Verb,arm,,to annoy / get angry,kızdırmak / sinirlendirmek,злиться / раздражать,
341,A2,9,A,main,auch,,,Other,,,also / too,de / ayrıca,также / тоже,
342,A2,9,A,main,auf,,,Other,,,on / onto / open,üzerinde / üzerine / açık,на / на поверхность / открытый,
343,A2,9,A,main,auf,,,Other,,,on / up (prefix),üstünde / -e (önek),на / вверх (приставка),
344,A2,9,A,main,aufhören,,,Verb,,,to stop / quit,bırakmak / durmak,прекращать / бросать,
345,A2,9,A,main,aufmachen,,,Verb,macht auf,hat aufgemacht,to open,açmak,открывать,
346,A2,9,A,main,aufpassen,,,Verb,passt auf,hat aufgepasst,to pay attention / watch out,dikkat etmek,быть внимательным / остерегаться,
347,A2,9,A,main,aufräumen,,,Verb,räumt auf,hat aufgeräumt,to tidy up,toparlamak / temizlemek,убирать / приводить в порядок,
348,A2,9,A,main,aufregend,,,Other,,,exciting,heyecan verici,захватывающий,
349,A2,9,A,main,aufstehen,,,Verb,steht auf,ist aufgestan,to get up,kalkmak,вставать,
350,A2,9,A,main,Aufzug,der,¨-e,Noun,,,elevator / lift,asansör,лифт,
351,A2,9,A,main,Auge,das,-n,Noun,,,eye,göz,глаз,
352,A2,10,B,main,beenden,,,Verb,beendet,hat beendet,to end / finish,bitirmek,заканчивать,
353,A2,10,B,main,beginnen,,,Verb,beginnt,hat begonnen,to begin,başlamak,начинаться,
354,A2,10,B,main,begründen,,,Verb,begründet,hat begründet,to give reasons / justify,gerekçelendirmek,обосновывать / оправдывать,
355,A2,10,B,main,bei,,,Other,,,at / near / with,yanında / ile,у / около / с,
356,A2,10,B,main,beide,,,Other,,,both,her ikisi,оба,
357,A2,10,B,main,Bein,das,-e,Noun,,,leg,bacak,нога,
358,A2,10,B,main,bekannt,,,Other,,,known / familiar,tanınmış / bilinen,известный / знакомый,
359,A2,10,B,main,bekommen,,,Verb,bekommt,hat benutzt,to get / receive,almak / elde etmek,получать,
360,A2,10,B,main,bequem,,,Other,,,comfortable,rahat,удобный,
361,A2,10,B,main,beraten,,,Verb,berät,,to advise,tavsiye etmek,советовать,
362,A2,10,B,main,Berg,der,-e,Noun,,,mountain,dağ,гора,
363,A2,10,B,main,berichten,,,Verb,berichtet,hat berichtet,to report,rapor etmek / bildirmek,сообщать / докладывать,
364,A2,10,B,main,Beruf,der,-e,Noun,,,profession / job,meslek / iş,профессия / работа,
365,A2,10,B,main,beschreiben,,,Verb,,,to describe,tanımlamak,описывать,
366,A2,10,B,main,beschweren,,,Verb,beschwert,,to complain,şikayet etmek,жаловаться,
367,A2,10,B,main,Baby,das,-s,Noun,,,baby,bebek,малыш,
368,A2,10,B,main,backen,,,Verb,,hat gebacken,to bake,fırınlamak / pişirmek,печь,
369,A2,10,B,main,Bäckerei,die,-en,Noun,,,bakery,fırın (ekmekçi),пекарня,
370,A2,10,B,main,baden,,,Verb,badet,hat gebadet,to bathe,yıkanmak,купаться,
371,A2,10,B,main,Bahn,die,-en,Noun,,,train / railway,tren / demiryolu,поезд / железная дорога,
372,A2,10,B,main,Bahnhof,der,¨-e,Noun,,,train station,tren garı,вокзал,
373,A2,10,B,main,Balkon,der,-e,Noun,,,balcony,balkon,балкон,
374,A2,10,B,main,Bank,die,-en,Noun,,,bank (financial),banka,банк,
375,A2,10,B,main,Bank,die,¨-e,Noun,,,bench,oturak / bank,скамейка,
376,A2,10,B,main,Bauch,der,¨-e,Noun,,,stomach / belly,göbek / karın,живот / брюхо,
377,A2,10,B,main,Baum,der,¨-e,Noun,,,tree,ağaç,дерево,
378,A2,10,B,main,Baustelle,die,-n,Noun,,,construction site,inşaat alanı,стройка,
379,A2,10,B,main,bedanken,,,Verb,bedankt,,to thank / express gratitude,teşekkür etmek,благодарить / выражать благодарность,
380,A2,10,B,main,bedeuten,,,Verb,bedeutet,hat bedeutet,to mean,anlamına gelmek,значить,
381,A2,10,B,main,beeilen,,,Verb,beeilt,,to hurry,acele etmek,торопиться,
382,A2,11,B,main,bleiben,,,Verb,bleibt,,to stay / remain,kalmk / kalmak,оставаться,
383,A2,11,B,main,Bleistift,der,-e,Noun,,,pencil,kurşun kalem,карандаш,
384,A2,11,B,main,braten,,,Verb,brät,,to fry / roast,kızartmak / kavurmak,жарить / запекать,
385,A2,11,B,main,brauchen,,,Verb,braucht,,to need,ihtiyaç duymak,нуждаться,
386,A2,11,B,main,Brief,der,-e,Noun,,,letter,mektup,письмо,
387,A2,11,B,main,bringen,,,Verb,bringt,,to bring,getirmek,приносить,
388,A2,11,B,main,Brot,das,-e,Noun,,,bread,ekmek,хлеб,
389,A2,11,B,main,Brötchen,das,-,Noun,,,bread roll,poğaça / küçük ekmek,булочка,
390,A2,11,B,main,Buch,das,¨-er,Noun,,,book,kitap,книга,
391,A2,11,B,main,buchen,,,Verb,bucht,hat gebucht,to book / reserve,rezerve etmek,бронировать / заказывать,
392,A2,11,B,main,Buchstabe,der,-n,Noun,,,letter (of the alphabet),harf,буква,
393,A2,11,B,main,bunt,,,Other,,,colorful,renkli,разноцветный,
394,A2,11,B,main,Büro,das,-s,Noun,,,office,ofis,офис,
395,A2,11,B,main,Bus,der,-se,Noun,,,bus,otobüs,автобус,
396,A2,11,B,main,besonders,,,Other,,,especially / particularly,özellikle,особенно / в особенности,
397,A2,11,B,main,bestätigen,,,Verb,bestätigt,hat bestätigt,to confirm,onaylamak,подтверждать,
398,A2,11,B,main,bestehen,,,Verb,besteht,hat bestan,to pass (exam) / consist of,başarmak / oluşmak,сдавать (экзамен) / состоять из,
399,A2,11,B,main,bestellen,,,Verb,bestellt,,to order,sipariş etmek,заказывать,
400,A2,11,B,main,Besuch,der,-e,Noun,,,visit,ziyaret,визит / посещение,
401,A2,11,B,main,besuchen,,,Verb,besucht,,to visit,ziyaret etmek,посещать,
402,A2,11,B,main,Bett,das,-en,Noun,,,bed,yatak,кровать,
403,A2,11,B,main,bewölkt,,,Other,,,cloudy / overcast,bulutlu,облачно / пасмурно,
404,A2,11,W,main,Wolke,die,-n,Noun,,,cloud,bulut,облако,
405,A2,11,B,main,bezahlen,,,Verb,bezahlt,hat bezahlt,to pay,ödemek,платить,
406,A2,11,B,main,Bibliothek,die,-en,Noun,,,library,kütüphane,библиотека,
407,A2,11,B,main,Birne,die,-n,Noun,,,pear,armut,груша,
408,A2,11,B,main,bisschen,,,Verb,,,a little / a bit,biraz,немного / чуть-чуть,
409,A2,11,B,main,bitte,,,Other,,,please / you're welcome,lütfen / rica ederim,пожалуйста / не за что,
410,A2,11,B,main,Bitte,die,-n,Noun,,,request,rica,просьба,
411,A2,12,D,main,Datum,das,-en,Noun,,,date,tarih,дата,
412,A2,12,D,main,dauern,,,Verb,dauert,,to last / take (time),sürmek,длиться / занимать (время),
413,A2,12,D,main,denken,,,Verb,denkt,hat gedacht,to think,düşünmek,думать,
414,A2,12,D,main,deshalb,,,Other,,,therefore / that's why,bu yüzden,поэтому / вот почему,
415,A2,12,D,main,deutlich,,,Other,,,clear / distinct,açık / net,ясный / отчётливый,
416,A2,12,D,main,dick,,,Other,,,fat / thick,şişman / kalın,толстый / плотный,
417,A2,12,D,main,Ding,das,-e,Noun,,,thing,şey,вещь,
418,A2,12,D,main,direkt,,,Other,,,direct / directly,direkt / doğrudan,прямой / напрямую,
419,A2,12,D,main,Disco,die,-s /,Noun,,,disco / club,disko / kulüp,дискотека / клуб,
420,A2,12,D,main,diskutieren,,,Verb,diskutiert,hat diskutiert,to discuss,tartışmak / görüşmek,обсуждать,
421,A2,12,D,main,Doppelzimmer,das,-,Noun,,,double room,çift kişilik oda,двухместный номер,
422,A2,12,D,main,Dorf,das,¨-er,Noun,,,village,köy,деревня,
423,A2,12,D,main,draußen,,,Verb,,,outside,dışarıda,снаружи,
424,A2,12,D,main,dringend,,,Other,,,urgent,acil,срочный,
425,A2,12,D,main,drinnen,,,Verb,,,inside,içeride,внутри,
426,A2,12,D,main,drüben,,,Verb,drückt,hat gedrückt,over there / across,orada / karşı tarafta,вон там / напротив,
427,A2,12,C,main,Café,das,-s,Noun,,,café,kafe,кафе,
428,A2,12,C,main,Cafeteria,die,-s,Noun,,,cafeteria,kantin,кафетерий,
429,A2,12,C,main,chatten,,,Verb,chattet,hat gechattet,to chat (online),sohbet etmek (çevrimiçi),чатиться / общаться онлайн,
430,A2,12,C,main,Chef,der,-s /,Noun,,,boss / manager,patron / yönetici,шеф / начальник,
431,A2,12,C,main,Chefin,die,-nen,Noun,,,boss / manager (female),patron (kadın) / yönetici (kadın),шеф / начальница (жен.),
432,A2,12,C,main,Club,der,-s /,Noun,,,club,kulüp,клуб,
433,A2,12,C,main,Computer,der,-,Noun,,,computer,bilgisayar,компьютер,
434,A2,12,D,main,da,,,Other,,,there / then,orada / sonra,там / тогда,
435,A2,12,D,main,dafür,,,Verb,,,for it / for that / in favor,bunun için / lehinde,за это / для этого / в пользу,
436,A2,12,D,main,dagegen,,,Verb,,,against it / against that / on the other hand,buna karşı / aleyhinde / öte yandan,против этого / против того / с другой стороны,
437,A2,12,D,main,damals,,,Other,,,back then / at that time,o zamanlar,тогда / в то время,
438,A2,12,D,main,Dame,die,-n,Noun,,,lady,hanımefendi,дама,
439,A2,12,D,main,daneben,,,Verb,wo die,,next to it / beside it,yanıbaşında / yanında,рядом с этим / возле этого,
440,A2,12,D,main,Dank,der,,Noun,,,thanks / gratitude,teşekkür / minnettarlık,благодарность / спасибо,
441,A2,12,D,main,danken,,,Verb,dankt,hat gedankt,to thank,teşekkür etmek,благодарить,
442,A2,12,D,main,Datei,die,-en,Noun,,,file (computer),dosya,файл,
443,A2,13,E,main,Einkaufs-,das,,Noun,,,shopping (compound prefix),alışveriş- (önek),покупки- (часть сложного слова),
444,A2,13,E,main,einladen,,,Verb,lädt ein,hat eingela,to invite,davet etmek,приглашать,
445,A2,13,E,main,Einladung,die,-en,Noun,,,invitation,davet,приглашение,
446,A2,13,E,main,einpacken,,,Verb,packt ein,,to pack, paketlemek,упаковывать,
447,A2,13,E,main,einsteigen,,,Verb,steigt ein,,to board / get in (vehicle),binek / binmek (taşıta),садиться / входить (в транспорт),
448,A2,13,E,main,eintragen,,,Verb,trägt ein,,to enter / register (in a form),form doldurmak / kaydetmek,вносить / записывать (в форму),
449,A2,13,E,main,Eintritt,der,-e,Noun,,,admission / entry,giriş,вход / допуск,
450,A2,13,E,main,einverstanden,,,Verb,,,agreed / in agreement,kabul / hemfikir,согласен / согласна,
451,A2,13,S,main,sein,,,Verb,bin) einverstanden. ist,,to be,olmak,быть,
452,A2,13,E,main,einzel-,,,Other,,,single- (prefix),tek- (önek),одиночный- (приставка),
453,A2,13,E,main,einziehen,,,Verb,zieht ein,,to move in,taşınmak,въезжать / заселяться,
454,A2,13,E,main,Eis,das,,Noun,,,ice cream / ice,dondurma / buz,мороженое / лёд,
455,A2,13,E,main,empfehlen,,,Verb,empfiehlt,hat empfohlen,to recommend,tavsiye etmek,рекомендовать,
456,A2,13,E,main,Ende,das,-n,Noun,,,end,son,конец,
457,A2,13,E,main,enden,,,Verb,endet,hat geendet,to end,sona ermek,заканчиваться,
458,A2,13,E,main,endlich,,,Other,,,finally / at last,nihayet / sonunda,наконец / в конце концов,
459,A2,13,E,main,eng,,,Other,,,narrow / tight,dar,узкий / тесный,
460,A2,13,E,main,entschuldigen,,,Verb,,,to excuse / apologize,özür dilemek,извинять / извиняться,
461,A2,13,I,main,Ich,,,Verb,hat entschuldigt,,I (pronoun),ben,я,
462,A2,13,E,main,Entschuldi-,die,,Noun,,,excuse me / apology,afedersiniz / özür,извинение / простите,
463,A2,13,D,main,Drucker,der,-,Noun,,,printer,yazıcı,принтер,
464,A2,13,D,main,dunkel,,,Other,,,dark,karanlık,тёмный,
465,A2,13,D,main,dünn,,,Other,,,thin,inç / ince,тонкий,
466,A2,13,D,main,durch,,,Other,,,through / by,vasıtasıyla / aracılığıyla,через / посредством,
467,A2,13,D,main,dürfen,,,Verb,darf,,may / to be allowed to,izinli olmak / -ebilir,мочь / иметь право,
468,A2,13,D,main,Durst,der,,Noun,,,thirst,susuzluk,жажда,
469,A2,13,E,main,E-Book,das,-s,Noun,,,e-book,e-kitap,электронная книга,
470,A2,13,E,main,echt,,,Other,,,real / genuine / really,gerçek,настоящий / подлинный / правда,
471,A2,13,E,main,Ecke,die,-n,Noun,,,corner,köşe,угол,
472,A2,13,E,main,egal,,,Other,,,it doesn't matter / all the same,farketmez,неважно / всё равно,
473,A2,13,E,main,Ehefrau,die,-en /,Noun,,,wife,eş (kadın) / karı,жена,
474,A2,13,E,main,Ehemann,der,¨-er/,Noun,,,husband,eş (erkek) / koca,муж,
475,A2,13,E,main,Ei,das,-er,Noun,,,egg,yumurta,яйцо,
476,A2,13,E,main,eilig,,,Other,,,urgent / in a hurry,acele / acil,срочный / спешащий,
477,A2,13,E,main,Eingang,der,¨-e,Noun,,,entrance,giriş,вход,
478,A2,13,E,main,einkaufen,,,Verb,kauft ein,hat eingekauft,to go shopping,alışveriş yapmak,ходить по магазинам,
479,A2,14,F,main,falsch,,,Other,,,wrong / false,yanlış,неправильный / ложный,
480,A2,14,F,main,Familie,die,-n,Noun,,,family,aile,семья,
481,A2,14,F,main,Familien-,der,,Noun,,,family (compound prefix),aile- (önek),семейный- (часть сложного слова),
482,A2,14,F,main,Fan,der,-s,Noun,,,fan,taraftar,фанат,
483,A2,14,F,main,fantastisch,,,Other,,,fantastic,harika,фантастический,
484,A2,14,F,main,Farbe,die,-n,Noun,,,color,renk,цвет,
485,A2,14,F,main,fast,,,Other,,,almost / nearly,neredeyse,почти,
486,A2,14,F,main,faul,,,Other,,,lazy,tembel,ленивый,
487,A2,14,F,main,fehlen,,,Verb,fehlt,hat gefehlt,to be missing / lack,eksik olmak,отсутствовать / не хватать,
488,A2,14,F,main,Fehler,der,-,Noun,,,mistake / error,hata,ошибка,
489,A2,14,F,main,feiern,,,Verb,feiert,hat gefeiert,to celebrate,kutlamak,праздновать,
490,A2,14,F,main,Fenster,das,-,Noun,,,window,pencere,окно,
491,A2,14,F,main,fernsehen,,,Verb,sieht fern,hat ferngesehen,to watch TV,televizyon izlemek,смотреть телевизор,
492,A2,14,F,main,Fernseher,der,-,Noun,,,television set / TV,televizyon,телевизор,
493,A2,14,F,main,Fest,das,-e,Noun,,,festival / celebration,festival / kutlama,праздник / торжество,
494,A2,14,F,main,Festival,das,-s,Noun,,,festival,festival,фестиваль,
495,A2,14,F,main,Firma,die,-en,Noun,,,company / firm,firma / şirket,фирма / компания,
496,A2,14,E,main,Erfahrung,die,-en,Noun,,,experience,deneyim,опыт,
497,A2,14,E,main,erklären,,,Verb,erklärt,hat erklärt,to explain,açıklamak,объяснять,
498,A2,14,E,main,erlauben,,,Verb,erlaubt,hat erlaubt,to allow / permit,izin vermek,разрешать,
499,A2,14,E,main,Erlaubnis,die,,Noun,,,permission,izin,разрешение,
500,A2,14,E,main,erreichen,,,Verb,erreicht,,to reach / achieve,ulaşmak,достигать,
501,A2,14,E,main,erst,,,Other,,,first / only / not until,ilk / ancak,сначала / только / лишь тогда,
502,A2,14,E,main,Erwachsene,der,-n,Noun,,,adult,yetişkin,взрослый,
503,A2,14,E,main,erzählen,,,Verb,erzählt,hat erzählt,to tell / narrate,anlatmak,рассказывать,
504,A2,14,E,main,essen,,,Verb,isst,hat gegessen,to eat,yemek yemek,есть,
505,A2,14,E,main,Essen,das,-,Noun,,,food / meal,yemek / yiyecek,еда / приём пищи,
506,A2,14,E,main,etwas,,,Other,,,something / a little,biraz / biraz şey,что-то / немного,
507,A2,14,F,main,Fach,das,¨-er,Noun,,,subject / compartment,alan / ders,предмет / отделение,
508,A2,14,A,main,Abfahrt,die,-en,Noun,,,departure,kalkış,отправление,
509,A2,14,F,main,Fahrplan,der,¨-e,Noun,,,timetable / schedule,sefer tarifesi,расписание / график,
510,A2,15,F,main,früher,,,Other,,,earlier / formerly,eskiden,раньше / прежде,
511,A2,15,F,main,Frühstück,das,,Noun,,,breakfast,kahvaltı,завтрак,
512,A2,15,F,main,fühlen,,,Verb,fühlt,hat gefühlt,to feel,hissetmek,чувствовать,
